siteID,year,month,site,lat,lon,type,source,NEE_qc,GPP,NEE,RECO,Air_temperature,Soil_temperature,VPD,SWC,Precipation,SOC_0,SOC_10,SOC_30,LAI,BS,PV,NPV,CI,RECO_base_01,RECO_causal_01,RECO_base_02,RECO_causal_02,RECO_base_03,RECO_causal_03,RECO_base_04,RECO_causal_04,RECO_base_05,RECO_causal_05,RECO_base_06,RECO_causal_06,RECO_base_07,RECO_causal_07,RECO_base_08,RECO_causal_08,RECO_base_09,RECO_causal_09,RECO_base_10,RECO_causal_10,RECO_base_11,RECO_causal_11,RECO_base_12,RECO_causal_12,RECO_base_13,RECO_causal_13,RECO_base_14,RECO_causal_14,RECO_base_15,RECO_causal_15,RECO_base_16,RECO_causal_16,RECO_base_17,RECO_causal_17,RECO_base_18,RECO_causal_18,RECO_base_19,RECO_causal_19,RECO_base_20,RECO_causal_20
257,2002,10,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.997984,18.43384,16.319857,34.53338,-1.085,-1.999,1.453,33.695,0.146,340,145,135,0.9,5.9389806,57.37715,32.15867,0.5728333,30.268286,33.221786,30.849323,33.133602,29.920477,30.094847,29.808573,32.860275,29.445791,29.774363,28.949219,29.786074,28.341848,30.53628,25.358866,29.41472,27.766605,31.274973,29.964512,38.453434,26.797707,28.343122,29.8701,32.555477,28.41838,27.497938,26.642532,30.542902,27.282894,30.832317,27.016989,32.325867,29.439518,31.009506,29.7615,36.38643,27.60233,31.798693,32.01413,34.592213
257,2003,4,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.952083,22.82292,-0.01327377,22.01322,0.84,-1.273,3.511,24.848,0.487,340,145,135,0.5,12.584962,46.787987,37.113678,0.5638167,30.538895,32.749424,34.555443,32.1219,28.715439,27.058672,23.239468,29.404306,30.32111,35.943558,29.191587,29.793009,32.491314,34.713264,30.724749,30.440266,27.831469,30.620615,27.61784,33.476357,26.882486,25.579498,29.779217,27.911274,28.013231,28.35703,28.82609,28.85498,26.707424,30.267166,24.970316,24.593079,33.036358,30.605303,33.04338,35.208805,27.944761,29.87375,27.802565,30.379189
257,2003,5,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.983871,134.34315,-76.55326,58.44337,13.938,8.673,10.196,37.739,0.376,340,145,135,1.7,10.153181,49.24732,37.54376,0.52096665,57.942833,70.47719,59.704197,66.26443,59.089214,70.07588,63.250618,73.46893,59.72315,65.92199,52.465668,61.90563,58.496067,59.684883,69.56385,71.896164,60.348194,64.76572,69.74221,75.17468,68.59777,66.89065,62.497086,61.275837,47.710857,48.55692,65.22637,72.71423,72.376564,75.428314,54.086422,48.521133,59.066936,61.95083,56.57531,59.92285,61.865227,74.66718,66.846954,82.8099
257,2003,6,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.954167,172.9641,-67.4832,106.2711,18.786,14.465,11.287,37.212,1.049,340,145,135,1.8,10.082976,64.64284,23.329432,0.50543326,108.35996,110.29164,106.814835,111.36699,109.56162,112.20256,113.42202,118.95562,112.42112,113.89942,109.824814,119.70854,112.28724,112.641045,106.29758,112.7153,110.26647,118.85142,110.65208,114.004745,107.447174,108.05773,109.75232,113.02322,114.48087,113.770035,102.85621,115.04747,113.432594,121.284325,111.97195,105.64709,110.06528,112.971886,113.875244,114.894035,102.61437,103.54817,102.781975,115.57171
257,2003,7,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.946909,167.62599,-41.64075,121.78257,21.906,16.176,12.516,37.245,1.254,340,145,135,1.8,11.048066,71.49883,16.04147,0.50829995,118.05098,123.70949,117.57235,124.18005,120.584854,122.2859,129.33891,127.34222,121.175606,119.13475,100.91026,102.91957,117.68401,122.56753,125.94785,118.718895,118.6953,118.53019,124.9056,133.09813,131.30176,127.81052,123.85726,108.57011,132.82373,118.737366,123.82456,120.92536,125.47341,115.7853,103.34872,95.63572,98.24957,99.243744,144.18407,155.47574,106.68246,88.38965,146.77348,139.64088
257,2003,8,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.971102,129.52358,8.983862,133.60101,21.613,16.088,11.027,29.929,0.681,340,145,135,2.2,10.151417,71.21578,17.002129,0.5391167,134.22871,138.50684,146.53047,147.32048,134.91396,148.97522,142.87363,132.83261,140.1343,144.06079,124.07623,110.55621,150.90431,136.93538,164.71483,151.21149,148.39711,147.96567,151.51765,159.87881,150.39737,153.59486,164.69716,147.80757,137.15303,122.2637,148.81104,139.92825,143.4071,145.31345,121.93192,102.64327,114.66166,113.29204,170.60638,176.75543,125.47224,114.16713,163.02893,160.76527
257,2003,9,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.970139,100.7751,-14.68287,83.4405,11.548,7.85,4.595,25.715,1.977,340,145,135,0.6,7.3647194,63.625095,26.474405,0.5885166,87.04557,93.79233,84.81252,87.974075,87.44637,80.29484,82.2423,89.55915,83.34892,94.87932,87.89193,91.379036,83.40435,93.79817,88.33296,96.117165,91.71053,101.93535,88.31679,98.15882,92.87055,96.99489,96.231026,93.2554,89.72642,90.72009,85.33749,94.98948,90.15296,109.27303,86.20324,92.19284,80.15012,96.12088,91.67053,104.45979,88.23361,89.58947,85.690445,99.83111
257,2003,10,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.99328,35.04891,4.094201,36.99354,3.529,1.27,1.736,28.403,0.366,340,145,135,0.1,10.54786,55.970707,29.081333,0.5728333,43.766994,54.78714,49.609875,58.507732,47.122784,57.28708,49.441315,54.7093,50.04692,59.35017,53.557034,60.863464,46.469177,51.723396,44.30652,55.46891,49.167595,57.767532,47.24904,54.306736,43.054893,51.901516,47.259975,51.97695,49.310196,59.601337,52.186924,59.591175,44.23616,63.063377,41.762737,53.746704,51.172363,58.316166,50.616447,53.591034,50.87027,62.560402,49.881664,58.6757
257,2004,4,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.990972,0.990198,31.4898,30.9633,-1.104,-1.097,2.846,16.633,0.454,340,145,135,0.75,2.794813,19.025688,71.77903,0.5638167,24.48006,30.473322,20.188791,25.07006,16.59705,23.923267,20.85595,24.187605,20.853174,24.134682,21.054073,21.943344,21.849993,21.24303,21.605625,22.17189,21.287167,20.512978,20.603577,25.138803,22.017513,24.617266,19.75117,26.416431,21.877872,23.25541,22.33003,27.63315,21.254564,21.844357,19.486713,23.072886,23.007025,24.502035,25.15549,29.283382,23.307945,25.960772,19.73509,28.514935
257,2004,5,CA-NS1,55.8792,-98.4839,ENF,FLUXNET,0.960349,50.74824,-15.584971,33.945,5.665,2.13,5.306,28.18,0.67,340,145,135,1.3,10.939466,44.97372,40.904392,0.52096665,39.379726,40.354813,35.54699,35.06474,38.684628,43.368233,39.778877,41.413334,38.316017,41.72305,39.981224,38.831577,38.19751,40.75292,40.44441,44.415783,41.080376,42.997143,37.03273,42.53519,38.330425,38.078396,39.238235,39.00226,39.932755,37.675083,37.150574,37.391937,40.607925,45.807983,33.67588,42.919003,38.346577,41.66095,39.149,40.324787,35.32995,43.789997,38.35792,43.931393
